"","UID","SAMPLE_TYPE","TRANSECT","POINT","PARAMETER","RESULT","FLAG","IND","ACTIVE","OPERATION","INSERTION","DEPRECATION","REASON","SITE_ID","SIZE","CHAR","NUM","PARAMRES"
"62094",12419,"BANKW","EF","LF","Cover","C","TEMP_NAMC",5178,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-LS-8240","LS","C",NA,"C"
"62099",12419,"BANKW","F","LF","Cover","C","TEMP_NAMC",5184,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-LS-8240","LS","C",NA,"C"
"62125",12419,"BANKW","HI","LF","Cover","C","TEMP_NAMC",5214,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-LS-8240","LS","C",NA,"C"
"62133",12419,"BANKW","HI","RT","Cover","C","TEMP_NAMC",5217,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-LS-8240","LS","C",NA,"C"
"62318",12419,"BANKW","D","LF","Cover","C","TEMP_NAMC",5160,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-LS-8240","LS","C",NA,"C"
"62389",12419,"BANKW","J","RT","Cover","C","TEMP_NAMC",5235,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-LS-8240","LS","C",NA,"C"
"62399",12419,"BANKW","JK","LF","Cover","C","TEMP_NAMC",5238,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-LS-8240","LS","C",NA,"C"
"62404",12419,"BANKW","GH","LF","Cover","C","TEMP_NAMC",5202,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-LS-8240","LS","C",NA,"C"
"62427",12419,"BANKW","C","LF","Cover","C","Thick Willows",5148,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-LS-8240","LS","C",NA,"C"
"62428",12419,"BANKW","BC","RT","Cover","C","Thick Willows",5145,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-LS-8240","LS","C",NA,"C"
"62527",12419,"BANKW","K","RT","Cover","C","TEMP_NAMC",5247,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-LS-8240","LS","C",NA,"C"
"62531",12419,"BANKW","AB","LF","Cover","C","Thick Willows",5130,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-LS-8240","LS","C",NA,"C"
"62617",12419,"BANKW","H","RT","Cover","C","TEMP_NAMC",5211,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-LS-8240","LS","C",NA,"C"
"62660",12419,"BANKW","AB","RT","Cover","C","Thick Willows",5133,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-LS-8240","LS","C",NA,"C"
"62693",12419,"BANKW","DE","RT","Cover","C","TEMP_NAMC",5169,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-LS-8240","LS","C",NA,"C"
"62729",12419,"BANKW","H","LF","Cover","C","TEMP_NAMC",5208,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-LS-8240","LS","C",NA,"C"
"62731",12419,"BANKW","GH","RT","Cover","C","TEMP_NAMC",5205,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-LS-8240","LS","C",NA,"C"
"62843",12419,"BANKW","G","LF","Cover","C","TEMP_NAMC",5196,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-LS-8240","LS","C",NA,"C"
"62869",12419,"BANKW","I","RT","Cover","C","TEMP_NAMC",5223,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-LS-8240","LS","C",NA,"C"
"62876",12419,"BANKW","J","LF","Cover","C","TEMP_NAMC",5232,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-LS-8240","LS","C",NA,"C"
"62924",12419,"BANKW","C","RT","Cover","C","Thick Willows",5151,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-LS-8240","LS","C",NA,"C"
"63049",12419,"BANKW","CD","RT","Cover","C","Thick Willows",5157,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-LS-8240","LS","C",NA,"C"
"63056",12419,"BANKW","D","RT","Cover","C","TEMP_NAMC",5163,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-LS-8240","LS","C",NA,"C"
"63060",12419,"BANKW","E","LF","Cover","C","TEMP_NAMC",5172,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-LS-8240","LS","C",NA,"C"
"63187",12419,"BANKW","E","RT","Cover","C","TEMP_NAMC",5175,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-LS-8240","LS","C",NA,"C"
"63195",12419,"BANKW","EF","RT","Cover","C","TEMP_NAMC",5181,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-LS-8240","LS","C",NA,"C"
"63199",12419,"BANKW","IJ","RT","Cover","C","TEMP_NAMC",5229,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-LS-8240","LS","C",NA,"C"
"63214",12419,"BANKW","G","RT","Cover","C","TEMP_NAMC",5199,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-LS-8240","LS","C",NA,"C"
"63215",12419,"BANKW","A","LF","Cover","C","Thick Willows",5124,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-LS-8240","LS","C",NA,"C"
"63290",12419,"BANKW","FG","RT","Cover","C","TEMP_NAMC",5193,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-LS-8240","LS","C",NA,"C"
"63311",12419,"BANKW","A","RT","Cover","C","Thick Willows",5127,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-LS-8240","LS","C",NA,"C"
"63347",12419,"BANKW","B","LF","Cover","C","Thick Willows",5136,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-LS-8240","LS","C",NA,"C"
"63393",12419,"BANKW","IJ","LF","Cover","C","TEMP_NAMC",5226,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-LS-8240","LS","C",NA,"C"
"63470",12420,"BANKW","JK","RT","Cover","C","TEMP_NAMC",3855,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"63502",12420,"BANKW","HI","RT","Cover","C","TEMP_NAMC",3831,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"63507",12420,"BANKW","FG","LF","Cover","C","TEMP_NAMC",3804,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"63561",12420,"BANKW","F","RT","Cover","C","TEMP_NAMC",3801,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"63569",12420,"BANKW","E","RT","Cover","C","TEMP_NAMC",3789,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"63575",12420,"BANKW","K","RT","Cover","C","TEMP_NAMC",3861,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"63592",12420,"BANKW","GH","LF","Cover","C","TEMP_NAMC",3816,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"63593",12420,"BANKW","G","RT","Cover","C","TEMP_NAMC",3813,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"63642",12420,"BANKW","AB","LF","Cover","C","TEMP_NAMC",3744,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"63654",12420,"BANKW","A","RT","Cover","C","TEMP_NAMC",3741,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"63659",12420,"BANKW","BC","RT","Cover","C","TEMP_NAMC",3759,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"63678",12420,"BANKW","DE","RT","Cover","C","TEMP_NAMC",3783,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"63745",12420,"BANKW","G","LF","Cover","C","TEMP_NAMC",3810,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"63799",12420,"BANKW","D","RT","Cover","C","TEMP_NAMC",3777,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"63812",12420,"BANKW","E","LF","Cover","C","TEMP_NAMC",3786,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"63872",12420,"BANKW","K","LF","Cover","C","TEMP_NAMC",3858,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"63889",12420,"BANKW","AB","RT","Cover","C","TEMP_NAMC",3747,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"63941",12420,"BANKW","F","LF","Cover","C","TEMP_NAMC",3798,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"63951",12420,"BANKW","CD","RT","Cover","C","TEMP_NAMC",3771,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"63959",12420,"BANKW","GH","RT","Cover","C","TEMP_NAMC",3819,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"63969",12420,"BANKW","HI","LF","Cover","C","TEMP_NAMC",3828,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"64060",12420,"BANKW","EF","RT","Cover","C","TEMP_NAMC",3795,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"64105",12420,"BANKW","IJ","RT","Cover","C","TEMP_NAMC",3843,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"64173",12420,"BANKW","EF","LF","Cover","C","TEMP_NAMC",3792,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"64224",12420,"BANKW","I","RT","Cover","C","TEMP_NAMC",3837,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"64259",12420,"BANKW","B","RT","Cover","C","TEMP_NAMC",3753,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"64262",12420,"BANKW","B","LF","Cover","C","TEMP_NAMC",3750,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"64268",12420,"BANKW","BC","LF","Cover","C","TEMP_NAMC",3756,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"64276",12420,"BANKW","CD","LF","Cover","C","TEMP_NAMC",3768,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"64318",12420,"BANKW","FG","RT","Cover","C","TEMP_NAMC",3807,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"64333",12420,"BANKW","H","RT","Cover","C","TEMP_NAMC",3825,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"64354",12420,"BANKW","J","LF","Cover","C","TEMP_NAMC",3846,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"64396",12420,"BANKW","D","LF","Cover","C","TEMP_NAMC",3774,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"64454",12420,"BANKW","H","LF","Cover","C","TEMP_NAMC",3822,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"64653",12420,"BANKW","DE","LF","Cover","C","TEMP_NAMC",3780,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"64718",12420,"BANKW","C","RT","Cover","C","TEMP_NAMC",3765,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"64965",12420,"BANKW","JK","LF","Cover","C","TEMP_NAMC",3852,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"64980",12420,"BANKW","A","LF","Cover","C","TEMP_NAMC",3738,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"65034",12420,"BANKW","I","LF","Cover","C","TEMP_NAMC",3834,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"65047",12420,"BANKW","J","RT","Cover","C","TEMP_NAMC",3849,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"65110",12420,"BANKW","C","LF","Cover","C","TEMP_NAMC",3762,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"65148",12420,"BANKW","IJ","LF","Cover","C","TEMP_NAMC",3840,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-LS-8139","LS","C",NA,"C"
"65165",12421,"BANKW","JK","LF","Cover","C","TEMP_NAMC",2592,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"65238",12421,"BANKW","CD","LF","Cover","C","TEMP_NAMC",2508,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"65244",12421,"BANKW","DE","LF","Cover","C","TEMP_NAMC",2520,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"65246",12421,"BANKW","J","RT","Cover","C","TEMP_NAMC",2589,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"65253",12421,"BANKW","C","LF","Cover","C","TEMP_NAMC",2502,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"65254",12421,"BANKW","FG","LF","Cover","C","TEMP_NAMC",2544,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"65288",12421,"BANKW","G","RT","Cover","C","TEMP_NAMC",2553,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"65298",12421,"BANKW","F","RT","Cover","C","TEMP_NAMC",2541,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"65392",12421,"BANKW","A","LF","Cover","C","TEMP_NAMC",2478,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"65460",12421,"BANKW","C","RT","Cover","C","TEMP_NAMC",2505,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"65472",12421,"BANKW","GH","RT","Cover","C","TEMP_NAMC",2559,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"65575",12421,"BANKW","F","LF","Cover","C","TEMP_NAMC",2538,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"65630",12421,"BANKW","G","LF","Cover","C","TEMP_NAMC",2550,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"65632",12421,"BANKW","JK","RT","Cover","C","TEMP_NAMC",2595,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"65666",12421,"BANKW","D","LF","Cover","C","TEMP_NAMC",2514,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"65748",12421,"BANKW","J","LF","Cover","C","TEMP_NAMC",2586,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"65750",12421,"BANKW","FG","RT","Cover","C","TEMP_NAMC",2547,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"65789",12421,"BANKW","CD","RT","Cover","C","TEMP_NAMC",2511,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"65850",12421,"BANKW","AB","RT","Cover","C","TEMP_NAMC",2487,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"65903",12421,"BANKW","BC","LF","Cover","C","TEMP_NAMC",2496,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"66004",12421,"BANKW","K","RT","Cover","C","TEMP_NAMC",2601,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"66050",12421,"BANKW","EF","LF","Cover","C","TEMP_NAMC",2532,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"66051",12421,"BANKW","AB","LF","Cover","C","TEMP_NAMC",2484,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"66093",12421,"BANKW","HI","LF","Cover","C","TEMP_NAMC",2568,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"66200",12421,"BANKW","GH","LF","Cover","C","TEMP_NAMC",2556,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"66261",12421,"BANKW","B","LF","Cover","C","TEMP_NAMC",2490,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"66304",12421,"BANKW","EF","RT","Cover","C","TEMP_NAMC",2535,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"66345",12421,"BANKW","I","RT","Cover","C","TEMP_NAMC",2577,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"66353",12421,"BANKW","IJ","LF","Cover","C","TEMP_NAMC",2580,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"66374",12421,"BANKW","A","RT","Cover","C","TEMP_NAMC",2481,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"66416",12421,"BANKW","E","RT","Cover","C","TEMP_NAMC",2529,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"66513",12421,"BANKW","BC","RT","Cover","C","TEMP_NAMC",2499,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"66627",12421,"BANKW","B","RT","Cover","U","TEMP_NAMC",2493,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","U",NA,"U"
"66701",12421,"BANKW","H","LF","Cover","C","TEMP_NAMC",2562,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"66737",12421,"BANKW","K","LF","Cover","C","TEMP_NAMC",2598,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"66753",12421,"BANKW","HI","RT","Cover","C","TEMP_NAMC",2571,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"66760",12421,"BANKW","IJ","RT","Cover","C","TEMP_NAMC",2583,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"66841",12421,"BANKW","D","RT","Cover","C","TEMP_NAMC",2517,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"66863",12421,"BANKW","H","RT","Cover","C","TEMP_NAMC",2565,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"66878",12421,"BANKW","I","LF","Cover","C","TEMP_NAMC",2574,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"66892",12421,"BANKW","E","LF","Cover","C","TEMP_NAMC",2526,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"66929",12421,"BANKW","DE","RT","Cover","C","TEMP_NAMC",2523,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"66961",12422,"BANKW","IJ","RT","Cover","C","TEMP_NAMC",2709,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"66982",12422,"BANKW","F","LF","Cover","C","TEMP_NAMC",2664,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"67060",12422,"BANKW","IJ","LF","Cover","C","TEMP_NAMC",2706,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"67101",12422,"BANKW","A","RT","Cover","C","TEMP_NAMC",2607,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"67135",12422,"BANKW","JK","LF","Cover","C","TEMP_NAMC",2718,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"67254",12422,"BANKW","I","RT","Cover","C","TEMP_NAMC",2703,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"67256",12422,"BANKW","CD","LF","Cover","C","TEMP_NAMC",2634,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"67268",12422,"BANKW","CD","RT","Cover","C","TEMP_NAMC",2637,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"67371",12422,"BANKW","C","RT","Cover","C","TEMP_NAMC",2631,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"67421",12422,"BANKW","FG","RT","Cover","C","TEMP_NAMC",2673,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"67469",12422,"BANKW","GH","LF","Cover","C","TEMP_NAMC",2682,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"67583",12422,"BANKW","J","RT","Cover","C","TEMP_NAMC",2715,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"67603",12422,"BANKW","B","LF","Cover","C","TEMP_NAMC",2616,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"67604",12422,"BANKW","B","RT","Cover","C","TEMP_NAMC",2619,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"67630",12422,"BANKW","A","LF","Cover","C","TEMP_NAMC",2604,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"67641",12422,"BANKW","E","RT","Cover","C","TEMP_NAMC",2655,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"67666",12422,"BANKW","G","LF","Cover","C","TEMP_NAMC",2676,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"67675",12422,"BANKW","HI","LF","Cover","C","TEMP_NAMC",2694,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"67702",12422,"BANKW","J","LF","Cover","C","TEMP_NAMC",2712,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"67706",12422,"BANKW","JK","RT","Cover","C","TEMP_NAMC",2721,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"67794",12422,"BANKW","GH","RT","Cover","C","TEMP_NAMC",2685,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"67875",12422,"BANKW","DE","RT","Cover","C","TEMP_NAMC",2649,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"67960",12422,"BANKW","AB","LF","Cover","C","TEMP_NAMC",2610,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"67965",12422,"BANKW","AB","RT","Cover","C","TEMP_NAMC",2613,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"68001",12422,"BANKW","E","LF","Cover","C","TEMP_NAMC",2652,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"68012",12422,"BANKW","EF","LF","Cover","C","TEMP_NAMC",2658,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"68039",12422,"BANKW","H","RT","Cover","C","TEMP_NAMC",2691,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"68167",12422,"BANKW","H","LF","Cover","C","TEMP_NAMC",2688,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"68236",12422,"BANKW","D","RT","Cover","C","TEMP_NAMC",2643,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"68255",12422,"BANKW","HI","RT","Cover","C","TEMP_NAMC",2697,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"68302",12422,"BANKW","BC","RT","Cover","C","TEMP_NAMC",2625,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"68322",12422,"BANKW","K","RT","Cover","C","TEMP_NAMC",2727,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"68346",12422,"BANKW","C","LF","Cover","C","TEMP_NAMC",2628,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"68387",12422,"BANKW","FG","LF","Cover","C","TEMP_NAMC",2670,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"68422",12422,"BANKW","EF","RT","Cover","C","TEMP_NAMC",2661,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"68461",12422,"BANKW","I","LF","Cover","C","TEMP_NAMC",2700,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"68626",12422,"BANKW","BC","LF","Cover","C","TEMP_NAMC",2622,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"68722",12422,"BANKW","D","LF","Cover","C","TEMP_NAMC",2640,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"68755",12422,"BANKW","K","LF","Cover","C","TEMP_NAMC",2724,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"68795",12422,"BANKW","G","RT","Cover","C","TEMP_NAMC",2679,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"68796",12422,"BANKW","F","RT","Cover","C","TEMP_NAMC",2667,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"68806",12422,"BANKW","DE","LF","Cover","C","TEMP_NAMC",2646,TRUE,"O",2013-11-26,9999-12-31,NA,"EL-SS-8127","SS","C",NA,"C"
"68890",12423,"BANKW","IJ","LF","Cover","C","TEMP_NAMC",4596,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-SS-8225","SS","C",NA,"C"
"68898",12423,"BANKW","GH","RT","Cover","C","TEMP_NAMC",4575,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-SS-8225","SS","C",NA,"C"
"69004",12423,"BANKW","CD","LF","Cover","C","TEMP_NAMC",4524,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-SS-8225","SS","C",NA,"C"
"69208",12423,"BANKW","FG","LF","Cover","C","TEMP_NAMC",4560,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-SS-8225","SS","C",NA,"C"
"69210",12423,"BANKW","C","RT","Cover","C","TEMP_NAMC",4521,TRUE,"O",2013-11-26,9999-12-31,NA,"TP-SS-8225","SS","C",NA,"C"
